slug,agreement_no,url,use,confidence,note
dc2-931,931,https://zoningbylaw.edmonton.ca/dc2-931,res,h,high density residential building
dc2-934,934,https://zoningbylaw.edmonton.ca/dc2-934,res,m,low rise residential + Live-Work Units
dc2-938,938,https://zoningbylaw.edmonton.ca/dc2-938,com,m,Automotive/Recreation Vehicle Sales + repair
dc2-939,939,https://zoningbylaw.edmonton.ca/dc2-939,res,h,up to four residential units
dc2-941,941,https://zoningbylaw.edmonton.ca/dc2-941,res,h,semi-detached + row housing
dc2-943,943,https://zoningbylaw.edmonton.ca/dc2-943,ind,m,industrial businesses no nuisance + ltd non-industrial
dc2-947,947,https://zoningbylaw.edmonton.ca/dc2-947,res,h,medium density residential Row Housing
dc2-948,948,https://zoningbylaw.edmonton.ca/dc2-948,mix,m,mixed use high rise + complementary commercial Jasper
dc2-95,95,https://zoningbylaw.edmonton.ca/dc2-95,com,m,office building health services + ancillary commercial
dc2-950,950,https://zoningbylaw.edmonton.ca/dc2-950,com,m,ltd low intensity commercial + low impact industrial
dc2-951,951,https://zoningbylaw.edmonton.ca/dc2-951,com,m,commercial development
dc2-952,952,https://zoningbylaw.edmonton.ca/dc2-952,mix,m,commercial node + residential/commercial TOD
dc2-957,957,https://zoningbylaw.edmonton.ca/dc2-957,ind,m,existing religious assembly then manufacturing/industrial
dc2-958,958,https://zoningbylaw.edmonton.ca/dc2-958,res,m,private park + high rise residential + supportive living
dc2-960,960,https://zoningbylaw.edmonton.ca/dc2-960,res,m,low rise development shared communal space
dc2-961,961,https://zoningbylaw.edmonton.ca/dc2-961,com,m,health services/office in single-detached dwelling
dc2-967,967,https://zoningbylaw.edmonton.ca/dc2-967,res,m,mid rise residential + ltd commercial
dc2-968,968,https://zoningbylaw.edmonton.ca/dc2-968,ind,m,general industrial + automotive/recreation vehicle sales
dc2-970,970,https://zoningbylaw.edmonton.ca/dc2-970,res,m,low and mid rise residential + ltd supporting
dc2-971,971,https://zoningbylaw.edmonton.ca/dc2-971,com,m,low intensity commercial/office/service + lodging houses
dc2-974,974,https://zoningbylaw.edmonton.ca/dc2-974,res,h,Zero Lot Line Single Detached
dc2-975,975,https://zoningbylaw.edmonton.ca/dc2-975,mix,m,single detached + small office/commercial + small housing
dc2-976,976,https://zoningbylaw.edmonton.ca/dc2-976,mix,m,22 storey mixed-use + private education podium
dc2-978,978,https://zoningbylaw.edmonton.ca/dc2-978,mix,m,low-medium density housing + adaptive reuse + office
dc2-979,979,https://zoningbylaw.edmonton.ca/dc2-979,com,m,office and commercial development gateway
dc2-98,98,https://zoningbylaw.edmonton.ca/dc2-98,inst,m,Visitor Information Services Centre + interpretive
dc2-980,980,https://zoningbylaw.edmonton.ca/dc2-980,com,m,shopping centre + office/entertainment/cultural/education
dc2-983,983,https://zoningbylaw.edmonton.ca/dc2-983,mix,m,high density residential + hotel transit centre
dc2-984,984,https://zoningbylaw.edmonton.ca/dc2-984,res,h,Row Housing
dc2-985,985,https://zoningbylaw.edmonton.ca/dc2-985,ind,m,light industrial + ltd commercial supportive
dc2-987,987,https://zoningbylaw.edmonton.ca/dc2-987,mix,m,high density residential + street level commercial/community
dc2-988,988,https://zoningbylaw.edmonton.ca/dc2-988,res,h,low rise high density residential
dc2-989,989,https://zoningbylaw.edmonton.ca/dc2-989,com,m,highway commercial + automotive/recreational sales
dc2-990,990,https://zoningbylaw.edmonton.ca/dc2-990,com,m,commercial and business 97 St/Yellowhead
dc2-991,991,https://zoningbylaw.edmonton.ca/dc2-991,res,h,two six storey apartment buildings
dc2-995,995,https://zoningbylaw.edmonton.ca/dc2-995,com,m,small scale neighbourhood commercial
dc2-998,998,https://zoningbylaw.edmonton.ca/dc2-998,mix,m,mixed-use commercial ground floor + residential above
dc2-999,999,https://zoningbylaw.edmonton.ca/dc2-999,mix,m,mixed-use commercial ground floor + residential above
dc2-b-coast-terrace-plaza,B,https://zoningbylaw.edmonton.ca/dc2-b-coast-terrace-plaza,com,l,"slug-derived (plaza), no purpose text"
dc2-highland-court-agreement-c86,A,https://zoningbylaw.edmonton.ca/dc2-highland-court-agreement-c86,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-i-plaza-124-agreements,I,https://zoningbylaw.edmonton.ca/dc2-i-plaza-124-agreements,com,l,"slug-derived (plaza), no purpose text"
dc2-j-united-management-office-building-agreement-c90,J,https://zoningbylaw.edmonton.ca/dc2-j-united-management-office-building-agreement-c90,com,l,"slug-derived (office-building), boilerplate"
dc2-k-st-andrews-seniors-centre-agreement-m37,K,https://zoningbylaw.edmonton.ca/dc2-k-st-andrews-seniors-centre-agreement-m37,inst,l,"slug-derived (seniors-centre), no purpose text"
dc2-l-huntington-hill-agreement-m60a,L,https://zoningbylaw.edmonton.ca/dc2-l-huntington-hill-agreement-m60a,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-m-maclachlan-mitchell-homes,M,https://zoningbylaw.edmonton.ca/dc2-m-maclachlan-mitchell-homes,res,l,"slug-derived (homes), boilerplate"
dc2-n-ermineskin-place-agreement,N,https://zoningbylaw.edmonton.ca/dc2-n-ermineskin-place-agreement,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-q-chalet-investments-ltd-agreement-c167,Q,https://zoningbylaw.edmonton.ca/dc2-q-chalet-investments-ltd-agreement-c167,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-r-carreo-condo-agreement,R,https://zoningbylaw.edmonton.ca/dc2-r-carreo-condo-agreement,res,l,"slug-derived (condo), boilerplate"
dc2-s-groveridge-imperial-properties-agreement-c124,S,https://zoningbylaw.edmonton.ca/dc2-s-groveridge-imperial-properties-agreement-c124,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-t-victoria-trail-condominiums-agreement,T,https://zoningbylaw.edmonton.ca/dc2-t-victoria-trail-condominiums-agreement,res,l,"slug-derived (condominiums), boilerplate"
dc2-u-groveridge-imperial-properties-agreement-c125,U,https://zoningbylaw.edmonton.ca/dc2-u-groveridge-imperial-properties-agreement-c125,unknown,l,"agreement boilerplate, slug ambiguous"
dc2-w-beaumaris-road-agreement-c99,W,https://zoningbylaw.edmonton.ca/dc2-w-beaumaris-road-agreement-c99,unknown,l,"agreement boilerplate, slug ambiguous"
home,O,https://zoningbylaw.edmonton.ca/home,unknown,l,"bad URL, no purpose text"
